"customerkey","datefirstpurchase","fullname","gender","maritalstatus","city","country","stateprovincename"
18939,"2023-01-22","Hunter McDonald","M","S","Woodland Hills","United States","California"
18940,"2022-11-07","Seth Bell","M","M","Portland","United States","Oregon"
18941,"2022-12-25","Philip S Torres","M","M","Beaverton","United States","Oregon"
18942,"2022-07-15","Billy Ortega","M","M","Bellflower","United States","California"
18943,"2022-08-27","Kaitlyn T Hall","F","S","Redmond","United States","Washington"
18944,"2022-07-05","Marcus A Taylor","M","S","N. Vancouver","Canada","British Columbia"
18945,"2022-12-28","Marcus Cox","M","M","Lemon Grove","United States","California"
18946,"2022-08-12","Brandon Simmons","M","M","Colma","United States","California"
18947,"2022-07-31","Devin Bryant","M","S","Lincoln Acres","United States","California"
18948,"2022-08-20","Sydney Bailey","F","M","Concord","United States","California"
18949,"2022-08-19","Jackson Hall","M","S","Salem","United States","Oregon"
18950,"2022-11-06","Lauren Alexander","F","S","N. Vancouver","Canada","British Columbia"
18951,"2022-11-27","Dalton T Jones","M","S","Shawnee","Canada","British Columbia"
18952,"2023-01-13","Chloe Hernandez","F","M","Milwaukie","United States","Oregon"
18953,"2022-09-15","Mya A Patterson","F","S","Bellflower","United States","California"
18954,"2022-11-21","Dalton R Young","M","S","Fremont","United States","California"
18955,"2022-11-29","Justin Jones","M","S","Palo Alto","United States","California"
18956,"2022-12-21","Sara W Howard","F","S","San Carlos","United States","California"
18957,"2022-01-24","Mackenzie Lopez","F","S","Burien","United States","Washington"
18958,"2022-01-05","Natalie Sanchez","F","S","Chula Vista","United States","California"
18959,"2022-11-03","Seth Morris","M","S","Westminster","Canada","British Columbia"
18960,"2022-01-31","Marcus Johnson","M","S","Novato","United States","California"
18961,"2022-11-16","Jeremiah D Henderson","M","S","Shawnee","Canada","British Columbia"
18962,"2022-02-03","Seth R Parker","M","M","Colma","United States","California"
18963,"2022-02-19","Amber M Collins","F","M","Renton","United States","Washington"
18964,"2022-04-20","Thomas M Gonzalez","M","S","National City","United States","California"
18965,"2023-01-19","Richard A Turner","M","M","Downey","United States","California"
18966,"2022-03-08","Carly Rai","F","M","Berkeley","United States","California"
18967,"2022-02-09","Xavier L Clark","M","M","Los Angeles","United States","California"
18968,"2022-10-27","Isaiah Lopez","M","M","N. Vancouver","Canada","British Columbia"
18969,"2023-01-13","Anna L Cox","F","M","Lynnwood","United States","Washington"
18970,"2022-11-17","Jason G Roberts","M","M","Los Angeles","United States","California"
18971,"2022-11-17","Wyatt F Moore","M","M","N. Vancouver","Canada","British Columbia"
18972,"2022-11-02","Benjamin C Butler","M","M","Port Hammond","Canada","British Columbia"
18973,"2022-02-22","Kate Yuan","F","M","Burlingame","United States","California"
18974,"2022-02-25","James J Rodriguez","M","M","La Jolla","United States","California"
18975,"2022-06-06","Samuel K Bryant","M","M","Lakewood","United States","California"
18976,"2022-11-30","Garrett Howard","M","S","Corvallis","United States","Oregon"
18977,"2022-12-06","Jackson S Wang","M","M","Beaverton","United States","Oregon"
18978,"2022-05-02","Isaiah Morgan","M","M","Langley","Canada","British Columbia"
18979,"2022-12-09","Noah E Taylor","M","M","Spring Valley","United States","California"
18980,"2022-12-06","Sophia Hernandez","F","M","Corvallis","United States","Oregon"
18981,"2022-08-06","Savannah S Watson","F","M","Palo Alto","United States","California"
18982,"2022-12-02","Kyle Baker","M","S","Kirkland","United States","Washington"
18983,"2022-06-17","Destiny Price","F","M","San Gabriel","United States","California"
18984,"2022-03-23","Shelby J Rivera","F","S","Issaquah","United States","Washington"
18985,"2022-11-22","Paige A Bailey","F","M","Burien","United States","Washington"
18986,"2022-02-10","Robert R Roberts","M","S","Vancouver","Canada","British Columbia"
18987,"2022-01-30","Hunter Adams","M","M","Portland","United States","Oregon"
18988,"2022-11-01","Courtney A Baker","F","S","Fremont","United States","California"
18989,"2022-08-30","Cindy Suri","F","M","Burlingame","United States","California"
18990,"2022-02-13","Amanda A Henderson","F","M","Bellingham","United States","Washington"
18991,"2022-12-01","Evan H Cook","M","M","Bremerton","United States","Washington"
18992,"2022-06-13","David W Perry","M","M","Los Angeles","United States","California"
18993,"2022-12-08","Kevin L Ross","M","M","Berkeley","United States","California"
18994,"2022-11-06","Jackson J Allen","M","M","Issaquah","United States","Washington"
18995,"2022-10-24","Melissa A Gray","F","S","Bellflower","United States","California"
18996,"2022-12-27","Katherine Turner","F","M","West Covina","United States","California"
18997,"2022-08-31","Eric King","M","M","Tacoma","United States","Washington"
18998,"2022-12-06","Aidan Bennett","M","M","Oregon City","United States","Oregon"
18999,"2022-12-12","Mackenzie Watson","F","M","Lebanon","United States","Oregon"
19000,"2022-11-06","Makayla Blue","F","M","Westminster","Canada","British Columbia"
19001,"2022-03-14","Fernando Brown","M","M","Westminster","Canada","British Columbia"
19002,"2022-12-10","Alexis R Thompson","F","M","Seattle","United States","Washington"
19003,"2022-12-22","Jared L Stewart","M","M","Novato","United States","California"
19004,"2022-12-27","Ian D Rogers","M","M","San Diego","United States","California"
19005,"2022-02-22","Lauren Peterson","F","S","Seattle","United States","Washington"
19006,"2022-12-19","Leslie Martin","F","M","Beaverton","United States","Oregon"
19007,"2022-09-04","Mackenzie Sanchez","F","M","Milwaukie","United States","Oregon"
19008,"2022-12-04","Hailey F Murphy","F","S","Tacoma","United States","Washington"
19009,"2023-01-12","Arianna A Watson","F","M","Berkeley","United States","California"
19010,"2022-02-16","Naomi Ortega","F","M","Concord","United States","California"
19011,"2022-07-13","Maria M Cook","F","M","Grossmont","United States","California"
19012,"2022-08-11","Oscar C Bryant","M","M","Spring Valley","United States","California"
19013,"2022-03-25","Amanda G Phillips","F","S","Woodland Hills","United States","California"
19014,"2022-05-17","Jonathan J Hernandez","M","M","Metchosin","Canada","British Columbia"
19015,"2022-03-18","Thomas J Griffin","M","M","Oak Bay","Canada","British Columbia"
19016,"2022-12-14","Sierra Wright","F","M","Colma","United States","California"
19017,"2022-11-05","Zoe L Brooks","F","M","Colma","United States","California"
19018,"2022-07-04","Nicole Gray","F","M","Daly City","United States","California"
19019,"2022-04-19","Jackson Gonzales","M","M","Palo Alto","United States","California"
19020,"2022-08-28","Jack L Flores","M","S","Downey","United States","California"
19021,"2022-03-18","Melissa R Russell","F","S","Renton","United States","Washington"
19022,"2022-10-01","Samantha L Wood","F","M","Grossmont","United States","California"
19023,"2022-03-08","Arianna Powell","F","M","Newport Beach","United States","California"
19024,"2022-03-25","Dalton Russell","M","S","Issaquah","United States","Washington"
19025,"2022-03-14","Aaron Roberts","M","S","Milwaukie","United States","Oregon"
19026,"2022-03-04","Logan J Hayes","M","S","Cliffside","Canada","British Columbia"
19027,"2020-12-28","Mayra M Madan","F","S","Chatou","France","Yveline"
19028,"2020-12-17","Cedric Wang","M","M","Les Ulis","France","Essonne"
19029,"2021-06-12","Alicia S Andersen","F","M","Berlin","Germany","Hessen"
19030,"2021-07-21","Marco C Arun","M","M","Duesseldorf","Germany","Hessen"
19031,"2021-12-18","Regina S Perez","F","M","London","United Kingdom","England"
19032,"2021-12-05","Katrina Andersen","F","S","London","United Kingdom","England"
19033,"2020-12-10","Omar Lin","M","S","Paris","France","Seine (Paris)"
19034,"2021-07-12","Tabitha J Diaz","F","S","Erlangen","Germany","Bayern"
19035,"2021-07-28","Stanley C Schmidt","M","M","Solingen","Germany","Nordrhein-Westfalen"
19036,"2021-12-24","Allen D Rana","M","M","Lancaster","United Kingdom","England"
19037,"2021-12-15","Marshall E Chen","M","M","Oxon","United Kingdom","England"
19038,"2021-08-12","Joe Patel","M","S","Neunkirchen","Germany","Saarland"
19039,"2022-07-16","Melvin A Pal","M","M","Verrieres Le Buisson","France","Essonne"
19040,"2021-08-02","Eugene J Sun","M","M","Paderborn","Germany","Hamburg"
19041,"2020-12-19","Autumn A Zheng","F","S","Paris","France","Seine (Paris)"
19042,"2022-08-22","Ronnie W Cai","M","M","Darmstadt","Germany","Hessen"
19043,"2023-01-20","Jessica G Jones","F","M","Solingen","Germany","Nordrhein-Westfalen"
19044,"2022-11-10","Cesar L Rana","M","M","London","United Kingdom","England"
19045,"2022-05-27","Ross D Rodriguez","M","S","Metz","France","Moselle"
19046,"2021-09-16","Shawna F Raje","F","M","Leipzig","Germany","Nordrhein-Westfalen"
19047,"2022-04-05","Sydney A Walker","F","M","Gateshead","United Kingdom","England"
19048,"2021-12-09","Bryant S Raman","M","M","London","United Kingdom","England"
19049,"2021-12-24","Craig Gutierrez","M","M","York","United Kingdom","England"
19050,"2022-10-05","Joel Chapman","M","M","Cheltenham","United Kingdom","England"
19051,"2020-12-16","Taylor M Henderson","F","S","Bobigny","France","Seine Saint Denis"
19052,"2021-01-13","Kristi Kapoor","F","M","Dunkerque","France","Nord"
19053,"2022-12-13","Gerald L Jordan","M","S","Kassel","Germany","Hessen"
19054,"2022-12-09","Arthur M Alonso","M","S","Milton Keynes","United Kingdom","England"
19055,"2022-12-10","Garrett Bailey","M","M","Oxford","United Kingdom","England"
19056,"2022-02-18","Carla C Van","F","M","Sèvres","France","Hauts de Seine"
19057,"2021-08-31","Joanna A Ramos","F","M","Salzgitter","Germany","Hessen"
19058,"2021-12-27","Shawn L Goel","M","M","Leeds","United Kingdom","England"
19059,"2023-01-14","George A Rodriguez","M","M","London","United Kingdom","England"
19060,"2022-03-13","Stephanie S Stone","F","M","Peterborough","United Kingdom","England"
19061,"2022-08-09","Heather Gao","F","S","Paris","France","Seine (Paris)"
19062,"2022-07-26","Erica M Zhou","F","M","Paris","France","Seine (Paris)"
19063,"2023-01-18","Gabrielle Kelly","F","M","Tremblay-en-France","France","Seine Saint Denis"
19064,"2022-03-25","Veronica C Madan","F","M","Frankfurt","Germany","Bayern"
19065,"2021-09-03","Michele A Arun","F","M","Kiel","Germany","Saarland"
19066,"2022-10-01","Dylan Sharma","M","M","Gateshead","United Kingdom","England"
19067,"2021-09-07","Misty R Luo","F","M","Paderborn","Germany","Nordrhein-Westfalen"
19068,"2022-08-05","Alma L. Son","F","M","Werne","Germany","Nordrhein-Westfalen"
19069,"2021-01-10","Thomas Hall","M","M","Bobigny","France","Seine Saint Denis"
19070,"2021-12-15","Kristopher M Garcia","M","M","London","United Kingdom","England"
19071,"2022-05-03","Joe Jimenez","M","M","London","United Kingdom","England"
19072,"2023-01-28","Tamara E Lu","F","M","Esher-Molesey","United Kingdom","England"
19073,"2021-12-18","Lolan Song","M","M","Warrington","United Kingdom","England"
19074,"2022-09-23","Colleen Shen","F","M","Colomiers","France","Garonne (Haute)"
19075,"2022-04-27","Brent Wu","M","M","Paris","France","Seine (Paris)"
19076,"2021-02-21","Jaclyn Pal","F","M","Roubaix","France","Nord"
19077,"2022-06-14","Pedro D Prasad","M","M","Cambridge","United Kingdom","England"
19078,"2022-03-22","Misty T She","F","S","Drancy","France","Seine Saint Denis"
19079,"2022-08-09","Brett Lopez","M","M","Pantin","France","Seine Saint Denis"
19080,"2022-02-07","Ross J Vance","M","S","Saint Ouen","France","Loir et Cher"
19081,"2022-11-06","Leslie D Rubio","F","M","Frankfurt","Germany","Hessen"
19082,"2022-07-04","Alvin Zhang","M","M","London","United Kingdom","England"
19083,"2020-07-16","Steven T Rivera","M","S","Melton","Australia","Victoria"
19084,"2020-07-11","Colleen M Raje","F","S","North Ryde","Australia","New South Wales"
19085,"2022-06-27","Shawna L Kumar","F","M","Silverwater","Australia","New South Wales"
19086,"2022-02-24","Tommy Chander","M","S","Matraville","Australia","New South Wales"
19087,"2022-01-31","Erica R Gao","F","M","Cloverdale","Australia","South Australia"
19088,"2022-01-31","Rafael L Kumar","M","S","Cranbourne","Australia","Victoria"
19089,"2020-07-14","Regina A Arthur","F","S","Seaford","Australia","Victoria"
19090,"2022-02-20","Marshall Chander","M","S","Milsons Point","Australia","New South Wales"
19091,"2022-06-19","Warren P Yuan","M","S","Cloverdale","Australia","South Australia"
19092,"2022-09-22","Eric C Gonzalez","M","S","Goulburn","Australia","New South Wales"
19093,"2020-07-12","Tara J Ashe","F","S","Bendigo","Australia","Victoria"
19094,"2020-07-21","Todd J Yang","M","S","Melbourne","Australia","Victoria"
19095,"2020-08-22","Meredith M Martinez","F","S","Darlinghurst","Australia","New South Wales"
19096,"2020-08-02","Douglas Suri","M","S","Cranbourne","Australia","Victoria"
19097,"2022-06-22","Mindy Pal","F","S","Lavender Bay","Australia","New South Wales"
19098,"2022-07-11","Xavier Evans","M","M","Coffs Harbour","Australia","New South Wales"
19099,"2020-08-23","Sheena Deng","F","M","St. Leonards","Australia","New South Wales"
19100,"2022-07-22","Bradley Rai","M","M","Darlinghurst","Australia","New South Wales"
19101,"2022-07-18","Susan Cai","F","S","Coffs Harbour","Australia","New South Wales"
19102,"2020-08-15","Claudia J Ye","F","S","Springwood","Australia","New South Wales"
19103,"2022-03-03","Johnathan Raman","M","M","Caloundra","Australia","Queensland"
19104,"2022-07-24","Mariah M James","F","M","Cranbourne","Australia","Victoria"
19105,"2020-08-15","Stacy S Dominguez","F","S","Matraville","Australia","New South Wales"
19106,"2022-03-06","Terrance Sai","M","M","Caloundra","Australia","Queensland"
19107,"2022-05-10","Franklin L Liu","M","M","Beaverton","United States","Oregon"
19108,"2022-12-08","Haley Stewart","F","S","Redmond","United States","Washington"
